chirp_mass mass_ratio
27.547204964714233 0.9228102744176021
28.82905015443265 0.7187155679617604
28.442097389170215 0.8296223076856388
27.525733924817757 0.8367706470923358
28.833518609613257 0.756203200112966
28.47619485884974 0.8179413247284406
27.745302406138222 0.8035024281469422
28.414129186590852 0.8243855070639572
28.383045169895677 0.7419444852010615
28.538841161204953 0.735330042697871
28.613893441377986 0.7368947107179131
27.937007337511464 0.7834174353233798
27.63587535241185 0.8791949704705
28.399835408969768 0.7464972782305536
28.444444227290642 0.8130650086068003
28.218714123342952 0.8365078420831389
27.632488316867935 0.8432541538339496
28.59445288168627 0.7484354354762743
28.57419299248719 0.7480126986443631
28.661550285971405 0.7565836998587349
28.6636671567141 0.7592544144022729
28.53127000827244 0.7947478325305848
27.68087334405127 0.8357890237975337
27.68857570195738 0.8625742172416617
28.427967582056244 0.807459830074412
28.410782464100386 0.7544813608973624
28.24536474925863 0.8286875163329122
28.504793953049887 0.7524423667839333
28.547785716829996 0.7870221565310868
28.128596278252235 0.7747622012645969
27.85553156244639 0.8587632251255843
28.60276759143458 0.7699215059284708
28.341094157775387 0.816147854032946
27.94481211699532 0.7958127315498174
28.125556690568892 0.8388136506839738
27.72764593045704 0.8558441890772985
28.538057267568885 0.755702916325856
28.53195333135264 0.7561150917644512
28.34193430910421 0.8150598849023866
28.399420219881446 0.8073776324979902
28.55918291474553 0.7775105814375908
27.990793943871736 0.8474836463361299
28.31586027298736 0.8165326142498056
28.52678671573242 0.7592792254236458
28.541008020968754 0.7607627904554887
28.5030263766953 0.7589109598897967
28.507149884079823 0.7590479682485831
28.387280246479563 0.8066991227647888
28.560021161590683 0.7677654692984586
28.2787003090081 0.7670293862475804
28.447992618494677 0.7967743989272477
28.515322067395083 0.7613316666680208
28.157599853312703 0.8320489257869976
27.779206836046367 0.8500348993351252
28.048810691188535 0.8411516118918333
28.22604976627138 0.7714213398854712
27.772437663152925 0.8338420075347328
27.812824381972327 0.8226907374759416
28.096354072689795 0.8370293874665157
27.800504634135123 0.8496986572244418
27.804782878599845 0.8497003046408889
27.82252049846732 0.8502739093068801
28.467086029764 0.7909699347830562
27.958937887286147 0.8455953028896512
27.837233723587264 0.8198966081503727
27.837577598500605 0.8202849045649625
27.827454724766966 0.848180945567204
28.07757947207138 0.8371497954549467
28.34941560171314 0.8084504158085544
27.847366669841875 0.8481085146089171
28.214868209993778 0.8241807252011064
28.114345139849174 0.8336982352987803
28.161464254033113 0.7785605011114018
28.410989217557216 0.7992288538918295
27.80040936471251 0.8326804925506377
28.11327216852521 0.8329256525396331
27.806978389354775 0.8416771566034464
27.84871673989933 0.8458600676371039
28.097542253426848 0.83397861855275
27.840133028134222 0.823076372202576
28.002393959256935 0.8408416261855346
28.072775209705515 0.8358086136950901
28.475524677212633 0.7851187455468842
27.84053347681872 0.8237839967533513
28.408103058046493 0.7977658689324919
28.040616716337937 0.792904024960394
28.159232301211265 0.8272468364342762
27.90322802941217 0.8435990611548305
28.473443586632257 0.7698945543546789
28.000057115895544 0.798499419150998
27.850886812757103 0.8412819973250467
27.83200908697707 0.8326518677665709
28.043504553820906 0.8361107484126715
27.885156701339426 0.8170733446112675
27.94722879049105 0.8064034950022347
28.234295743954405 0.8187181416400504
27.85011119128975 0.8259537048077861
27.842320029554486 0.8329039691858415
27.88670321051985 0.8409984708586609
28.397878946170543 0.7960789581763912
27.86954998062389 0.8222991792947422
27.855534900779666 0.8268247571800195
28.449745765901508 0.7846983048851577
28.462544614411556 0.7796506351714443
27.930810352698305 0.8103326807676917
28.35787381329653 0.7703167102232378
28.17994313481618 0.823249327340213
27.882616219056533 0.8388770036565368
28.42628206407224 0.7891169250275859
28.35436335337718 0.7710310435576069
