chirp_mass mass_ratio eccentricity
19.55864317687906 0.9075567192630511 0.10363783566978965
19.55467185714711 0.9168424159336457 0.10554831904099633
19.56774696347017 0.9057009429136185 0.10149930706779917
19.567336685467545 0.9050032759689036 0.10022424848864034
19.564695206390986 0.9093070773378567 0.10120540905763957
19.567753496809104 0.9017390854477202 0.10065307519785716
19.557282811895384 0.914489314417416 0.10528918407670065
19.555162762482073 0.9163579788337877 0.10528438239276612
19.568768863001146 0.904435741258717 0.1006428419792926
19.562045354905894 0.9041231877787811 0.10364355441188576
19.562765097078536 0.9085071374034357 0.10375690130088722
19.5553315574905 0.9143590745415533 0.10579796239581497
19.56063968592052 0.9084649754599042 0.10257223681095495
19.568084443686317 0.903001399722343 0.10066161555182362
19.56226436306437 0.9104254774223666 0.10207035351133115
19.559516561419873 0.9087319772983766 0.10319741342604197
19.555515135692435 0.9135239175594518 0.10523821959785384
19.5575575383637 0.9114261034400175 0.1053032949481026
19.56712421093335 0.9032063787696869 0.10145601912398408
19.561029757193072 0.910750136192694 0.10255290167322759
19.560222734507107 0.9092823556667139 0.10442844066812698
19.56522444412051 0.9075037241174164 0.10172954343670908
19.562702925196575 0.906332726706176 0.10229774475537205
19.561928443406323 0.9063656577965069 0.10298193709585374
19.56241926563564 0.9078382940068354 0.10339489285903422
19.562041248440828 0.9093994035517148 0.10272892669977005
19.56399106784249 0.9069241879672766 0.10248904213195356
19.560601513075326 0.9105243346773892 0.10360692586216967
19.561303417995884 0.9091306376147693 0.10304470649468725
