chirp_mass mass_ratio eccentricity
19.54471775467747 0.927473531739928 0.11200288558756027
19.566090549064942 0.8919119301205316 0.10404157266702528
19.53926420997548 0.9242368310933102 0.10912724608281478
19.58433942057359 0.8935176621952212 0.09712367645357815
19.546893446581834 0.911695215253826 0.10694588172260176
19.541999905041216 0.9170893349240691 0.11091576550492628
19.55556412646107 0.900212635243132 0.10582912034638113
19.54336087984699 0.9229897671864478 0.11144988357827215
19.550533300560975 0.9249164465728015 0.10906565592206688
19.561722430143558 0.8960419607466803 0.10386028741897971
19.545376501195143 0.9126378404889346 0.10919877162115736
19.57875624027983 0.901977612530356 0.0950599550257017
19.565244300963336 0.9161531207464277 0.10311873396363681
19.54684119843092 0.9313954196342196 0.10759947024192418
19.549925961031324 0.929790374340497 0.10655598279862488
19.56982008076784 0.9074406340917629 0.10243312747371665
19.582043354221966 0.8951963886058794 0.09545056087486722
19.573991446154814 0.8912775258160861 0.09979534966143548
19.581915781504108 0.89331063633277 0.09618960336042763
19.556089362244492 0.9144086444772492 0.10786986901725591
19.568279261884285 0.9034267101626814 0.10366655015778374
19.56511499563895 0.9173351235433288 0.10161045303399868
19.567423265799672 0.9110223923854497 0.09845555603947977
19.55980011954738 0.9212420103492414 0.10429902211595866
19.544349839485136 0.9181853990227264 0.1093772594122999
19.55111827200421 0.9121528922601505 0.109212447943366
19.5770116589528 0.8914259095307056 0.09793510826561569
19.573746819402526 0.9040919770291627 0.09668917568366253
19.575208767393036 0.8961374659549575 0.10036196363939602
19.568605090527765 0.8981736859982387 0.10322999045613909
19.56682376979232 0.9074859646943845 0.09851631257522908
19.572571010727273 0.8959278924438396 0.09771278517613018
19.562640112711644 0.9175431808198409 0.10339722384985946
19.54777120245516 0.9137037950602839 0.10865054130880053
19.56552642893736 0.9106384201632225 0.10367773865085654
19.55465874389855 0.9134738047743306 0.10326279183881326
19.56527083123517 0.8965384308754627 0.10241294481242653
19.55458519893444 0.9143561212847727 0.10328837609920895
19.551241780581734 0.9089985924397165 0.10788613763804226
19.57322596361216 0.9062816993441227 0.09911071324546741
19.572821449090636 0.9066033598471122 0.09931422197363865
19.547955658303835 0.9240796439226424 0.10856828052398301
19.560523519702436 0.9039088719369013 0.10183008774571141
19.563744419873967 0.9107582334662714 0.10443993410344099
19.557887534522692 0.9038046624094624 0.1063447562844402
19.549144161500443 0.9235681889250467 0.10818798336534417
19.56165631858407 0.9032093060905573 0.10552591157884139
19.571752196198897 0.8948760708272137 0.09915724728301838
19.567553891590673 0.8962280049183527 0.1010246704388052
19.546890690130073 0.9222686203277082 0.1076661039628676
19.55139947153986 0.9230587501804329 0.10547061585692546
19.556266819739882 0.9089512639132591 0.10328282710833211
19.56718505346022 0.8986197948819344 0.10004036591293704
19.55788176729947 0.9081069045983923 0.10675234860191722
19.562126789775306 0.9084904701613045 0.10064299893711719
19.56414504899716 0.8992355011702553 0.10384424417732958
19.5674471170733 0.9012718927503172 0.09923135171789532
19.559794919132273 0.912512807919097 0.10149746734957776
19.57208547394349 0.8961372412023152 0.10074741785424199
19.56208033275313 0.9124557970382737 0.10079080838402436
19.57378024378519 0.9007398908761982 0.09991853014407394
19.56326727663535 0.8995147444917275 0.10360930657572504
19.550150369509574 0.9126215889828782 0.10707931063062841
19.550264436245453 0.912162805730708 0.10750020038563365
19.5521639044034 0.9225384200252233 0.10622868319792145
19.553214804058364 0.9210856097864641 0.10469301035451206
19.562140574152753 0.9015395830074906 0.10459121574856144
19.56306150336607 0.9035986781292056 0.10106079410175006
19.571487741471838 0.8969922602503475 0.09900571097557812
19.562581309859517 0.9024960711159761 0.10165303563941398
19.563970269866413 0.8994200317302101 0.103248658649441
19.566406994223488 0.9107773228970968 0.10218225527760683
19.569622188695014 0.9083945425579331 0.09981563430564258
19.5612546198004 0.9159365249949305 0.10383120425577805
19.560062698557942 0.908002255370408 0.10187220933221093
19.552634018663113 0.9211249974188966 0.10631822277382653
19.55568747621466 0.9064041131739189 0.10590350529583355
19.557377774001385 0.9099932558269046 0.10303345247892415
19.571707758724713 0.8976405135458754 0.1004843044739476
19.56358928489161 0.9117337517981606 0.1007737961213044
19.568993521908514 0.9073584344579735 0.09931181465761618
19.573009093234333 0.902691942248312 0.0989267924199066
19.554925332686107 0.9123757113947567 0.10409505101578867
19.565274798609515 0.9038220720120745 0.10374471750951449
19.56355682400384 0.9044728672254935 0.10434340698584287
19.55942995740627 0.9113485904653201 0.10211901777279932
19.564264329607028 0.904764828433196 0.10407506162313192
19.555984529124892 0.9197277357454612 0.1045918718618116
19.57081787043655 0.9054570406037346 0.09986745944472308
19.56951940130124 0.8980279327751336 0.10034803959189059
19.552816798644034 0.9171804535697073 0.10724108152856472
19.558718039877146 0.9100143664365676 0.10591015120402322
19.551888207316274 0.9169751896987544 0.10744725552168438
19.568768910651414 0.9074628231935962 0.10091287055855387
19.559098021789534 0.9169035413611637 0.10311042504735177
19.557028121871095 0.9060853339366413 0.1049576229173021
19.556492319458528 0.9069444968163465 0.10580338277751312
19.557442634395926 0.9059878143352899 0.10453925856632638
19.559201210226075 0.9151158820700812 0.10269677677921882
19.56186417058664 0.9053231479043139 0.10468812699894109
19.55820357289616 0.917369383707551 0.10392391751947684
19.558840737118043 0.9051643867128643 0.10403852701980952
19.55411876594278 0.9148663274275675 0.1067951098092538
19.551986693062315 0.9178018371186982 0.10666318311091658
19.552512493654586 0.9180435789748636 0.10658536912743259
19.55289635247035 0.9128702353330362 0.1065497448886327
19.553198376711755 0.9182067099533326 0.1057305892991814
19.560715787356997 0.9126437330530083 0.10214458330511407
19.561898600892643 0.9092906061217224 0.10159537219866892
19.56290475390019 0.9057598968669208 0.10147183996635556
19.561564360919647 0.908379535716834 0.10177036995793116
19.56355322812208 0.9115629051502785 0.10149099089290164
19.567096847472737 0.9022302933103309 0.10033060863381145
19.552312752613293 0.9153916029726135 0.10627655009746118
19.566570537444782 0.9017196417357012 0.10071637069778194
19.56447958604626 0.9113526252800828 0.10194256855686318
19.568396435302155 0.9008171966716338 0.1002309546610381
19.56818414091878 0.9015033828427911 0.10013273280310127
19.55511287497603 0.9175938847508192 0.10494722458179523
19.56384905468834 0.9115831781877881 0.10240383048199635
19.55395832430028 0.9171007056460719 0.10614599794614536
19.558795126483083 0.9060466306940913 0.10481437121278786
19.57009743720665 0.9030429345416593 0.10030121967715337
19.567802209895117 0.9042942746441558 0.09999196865794913
19.56834533302961 0.9010130313764605 0.10038790300254928
19.55491741343673 0.916833948215936 0.10495078031101555
19.55933695324692 0.9090828381062698 0.10283934774395613
19.56654384792767 0.9072196115252318 0.10207094806057247
19.566391643876347 0.9065566154702207 0.10041568879583343
