mass_ratio chirp_mass
0.9433378736082747 30.389891389618608
0.5300473591906711 31.43913345714626
0.36592174514765996 34.454943005098
0.8793510432535105 30.96201782563939
0.3939467796767129 30.999954941827617
0.38308984048377726 31.801874547454158
0.6043260217611035 39.09969497333357
0.250183053086916 31.405939871506654
0.2970353898564165 30.47249871087993
0.2950090386190811 28.59642017284928
0.30217067962443417 29.441609394408424
0.7226065198768702 33.55596831523106
0.5640490765197941 29.49707778143549
0.20049185448880635 28.907574253709804
0.49991441795416963 35.278347757925424
0.5763708268502761 30.911975875956628
0.9989641678404507 27.540664595721918
0.9408656235360582 28.390983506705016
0.8069976501631319 31.390846602514323
0.5509679766067096 39.72127295523273
0.5966724373924688 29.03828371038273
0.3824804528099697 29.95279012747929
0.7839322521177116 31.83652093015273
0.36624616013367073 32.96859539954175
0.5564145847391605 32.80329644425178
0.5863914003644465 31.789895565234666
0.7947853888001966 31.389237924929397
0.474558072876978 25.107303447291166
0.3768022787415133 29.567889361382736
0.6151306983801017 36.45267464169817
0.4260890166447754 27.248185684894597
0.6719716581618086 26.022020041753667
0.5928041796233555 30.04229337175449
0.6675975742042355 33.11227238412994
0.21149199751683462 26.268711610615412
0.6533027826137752 33.27913856078292
0.31512654893445513 29.24705002919952
0.5187985937915632 37.70528207620509
0.5606289357237585 38.39868008107946
0.543917294173559 38.60515337505371
0.5853465890558001 32.1789052786102
0.6401823016978627 33.47111420196027
0.5941322248865499 29.620526361740914
0.7442896796182693 32.054571514677924
0.7005688018142753 32.57635354843297
0.4131665642530202 27.557042143826898
0.5717533987604799 33.67996038978821
0.5283788143121437 38.02689009934112
0.5779762431207561 33.33562088072972
0.6462971756245829 33.17543045797304
0.6005170702009035 31.942452056074913
0.5650700331688272 34.008467015245515
0.39553243766048485 28.065075871114065
0.3250148292906608 37.91548459036119
0.6226910792970941 33.764753583207764
0.5839352189751656 33.341164666205316
0.24007645725862803 31.314724503183314
0.3666104311014725 31.35918314051858
0.32541106838487427 37.56195392518376
0.7391032299868692 32.00344924752579
0.6132258105751434 31.723041678587034
0.7581038829868751 31.680605576734855
0.5137221397695293 36.03062964217754
0.9221271361083441 28.320120303145032
0.5782646601316748 33.93789606957998
0.5979193874812121 33.28429241232606
0.6324812052189989 31.166754779619247
0.6328175101332949 31.085916416772868
0.7432802274974939 31.85994921738363
0.5935485156148385 32.86510904249559
0.77656083519707 30.80337617350825
0.7710066541427029 31.007327967872058
0.5788267935711451 37.302857758506725
0.3355761031580822 35.044272589009786
0.6106794498904715 32.007977338663196
0.6030641131933775 32.86957757430231
0.5501197211685036 34.60907468353074
0.6155303543076602 30.324285793012105
0.5890734637972772 34.110302292714856
0.6369649832543236 27.916274298230398
0.6745156906563495 32.47830891671132
0.3202889156746894 35.82473419149329
0.3186811985639922 29.714429961755457
0.6059752069773163 29.42876402778875
0.6226547410684331 35.28441206927047
0.6439083271417797 30.89254987341479
0.21778915414167221 27.534401148604204
0.20937900430008904 29.880550927330255
0.3626337050389637 29.29504340610726
0.30537557571738994 32.93901131346668
0.6392350056581979 32.599892866483465
0.6506329846791569 27.455608581528953
0.6223915435058083 35.09131632824255
