amplitude damping_time frequency phase
8.931464944251083e-22 0.12317817864816989 49.70061137791258 -0.02386622628132118
8.389202845719833e-22 0.1264279037327388 49.73372494531246 -0.0004742404631803421
8.487921608936066e-22 0.12151571040664061 49.636690677407934 0.16375945400470715
9.408251679367417e-22 0.09127426076096537 49.77043798789065 0.00786616187765632
8.807763996450852e-22 0.12255461043039245 49.88806690675454 0.12530366413147265
8.958251714231166e-22 0.11477343531310398 50.18012582766163 -0.031749642854408844
8.559645269647814e-22 0.1223557024611441 49.67303080411172 0.12330670548184441
9.098838323064363e-22 0.10591861351811004 49.661501145170064 0.024971050463211242
8.369381969142838e-22 0.11481433358352845 49.847820339608774 0.07825530231085609
8.682860474253783e-22 0.11488361831037011 49.64552664158653 0.07663754032392389
9.193636021926574e-22 0.12082621926655968 50.11758670810782 -0.06688220597169336
9.352710812998167e-22 0.11828642815672895 49.69883715997571 0.020484282564574574
9.763591139261107e-22 0.09854759496484275 49.87631166590678 -0.07880409464095184
8.952791676818586e-22 0.11736921557263454 50.03346145006723 -0.09609868308958891
9.038007720464721e-22 0.12510712617573422 49.94473911113735 -0.04302001056762239
9.389071032802801e-22 0.118071041413167 50.10022778383284 -0.02613620385131621
8.549781723046787e-22 0.12223509126795191 50.01102553224012 0.009995162822537651
9.844061466073469e-22 0.10413888690336612 50.07695735497625 0.04032157343128362
9.04998958414674e-22 0.0999167938315019 50.00433944885353 0.0016685012917039277
9.594475483009174e-22 0.10501952343949299 50.07131938231745 -0.11545767209727753
8.871680505558446e-22 0.10489343644967307 49.99824898356267 -0.051926900407949006
9.63487633083321e-22 0.10193051169878105 49.8159784488199 0.13533314031057064
9.7062267222497e-22 0.1093469130996601 50.142408940481744 -0.025277904318978806
9.83874100100017e-22 0.10826127388254506 50.10970420673306 0.002736599900753589
9.728894476730024e-22 0.11942696920947841 49.93736750078372 -0.009940342115513978
9.234393370374398e-22 0.12434023095192262 49.842740408965845 0.008995726714107422
8.643023467783701e-22 0.11761807100797987 49.770932527740044 0.01878611024442467
8.83812486999469e-22 0.11376128150719765 49.67278252300522 0.10457106744304068
8.96998136682384e-22 0.11883963658841393 49.731313434384205 0.12373116332222667
9.904789487696604e-22 0.10471001571685547 49.700277240380956 0.008720437202470066
8.592712635771746e-22 0.11792608296894608 49.98960274222078 -0.027509947843374905
9.584356485569236e-22 0.10652161426349589 49.81401236809648 0.13174347509322382
9.313866081954015e-22 0.10238990602951811 49.65570373361901 0.09539992105704198
9.870448791264467e-22 0.10600181357102433 50.10561455378064 -0.09795917353129235
8.970696091092945e-22 0.12055578683131103 49.833991699134145 -0.012508051845948387
9.131977732747446e-22 0.11667751850025117 49.91992913199324 0.08161904932399744
8.663219614669195e-22 0.12131218772055254 49.90428231492169 -0.016851146645155524
8.901879003277716e-22 0.11896875869274601 49.75909012277453 0.10387155658202762
9.740148710660279e-22 0.11109016180751467 50.10041006465965 -0.053496502058890005
9.356012018010347e-22 0.11890798776177153 49.767240797514624 0.02970061501737109
9.646749598058001e-22 0.11244657388195888 49.72004814694753 0.1217882274612001
8.78412085766586e-22 0.11531235026081035 49.76720216910325 0.0882566014701498
9.281563555814824e-22 0.10141723641009219 49.92728477887627 -0.04490684114582644
9.16496689402997e-22 0.11064373291233613 50.019469262607394 -0.07442493582117438
9.201500866056416e-22 0.10976606259243289 49.983378862518165 0.054144925383581954
9.82753621440192e-22 0.09844716454656326 49.66925729001986 0.0629595295117853
8.886172509659127e-22 0.11064512348613365 49.83876956495945 0.08267427901614255
