chirp_mass mass_ratio initial_eccentricity
18.704736572514154 0.5424524408429768 0.1676586274096594
18.667230864846978 0.5539212904896579 0.16362703787135555
18.58804297638995 0.5589499001515423 0.15923409235125438
18.545602283901314 0.5618781465292904 0.18720591168701498
18.599956520971304 0.559547658525432 0.17826490076572163
18.540878132765325 0.5545637562452758 0.1863178691064539
18.640748839904422 0.5567576803102746 0.17263789175648028
18.65554045938615 0.5540047829300067 0.17634677107093183
18.636621914567954 0.5568101688886333 0.19584670811564686
18.68252786974035 0.5468539272914521 0.17006415095958255
18.64625284578005 0.5533154850556451 0.1751168695445933
18.544407742298542 0.5600842615838734 0.1886216137696659
18.667453639743346 0.5493619074789815 0.18360559302418586
18.515997304715246 0.5630926563361427 0.19302011656782386
18.592510447897403 0.555759873605364 0.17293968691832676
18.66274910039361 0.5487890816441838 0.18431386962422505
18.560804896770176 0.5593492087357197 0.18672105982852805
18.666034575382383 0.5487951349112541 0.17443815929438788
18.59358082001843 0.560521578602462 0.18981061824944767
18.66274294414354 0.5473553222065474 0.17996686338999626
18.513141703043342 0.5587265561708779 0.19051395507660998
18.66657124438799 0.5486188524813215 0.1771269687156434
18.595851737538773 0.5564940784730271 0.17560685423428804
18.536366096336746 0.5623211194766974 0.19156926853493614
18.551847293658895 0.5495141093128761 0.19517389725207276
18.598841570120253 0.5515217322232123 0.1757912187626323
18.626376688098247 0.5572130504598729 0.1942638591563032
18.6287281977316 0.5470360725878739 0.18829569115997868
18.640031205799076 0.5469945497622171 0.1905995311863341
18.640346843087272 0.5477571703261224 0.1928761412278739
18.63103501371324 0.5550590436103114 0.17285267103497542
18.59811822173552 0.5524326059294242 0.1764358168521109
18.62316586404608 0.5551550226024036 0.17365444712644088
18.655127258969994 0.5519955982368409 0.18335365729648598
18.66070814774048 0.5508837134859361 0.17534702555766593
18.597323751350288 0.5550711703601098 0.17563798296828811
18.637687853609574 0.5475417355486736 0.18201036787897681
18.566669474853338 0.5548443906736632 0.18294401071793975
18.50936103569481 0.5635970264227488 0.19901868703846834
18.63294878289637 0.5475637501625154 0.18490542750931205
18.569342183854438 0.559340170895977 0.18996400800723998
18.663852626904163 0.5509652294987637 0.1788755034154536
18.57348187935383 0.5477375468082513 0.19785729374865915
18.614455257500513 0.5492453256195537 0.18605309198991576
18.642095107667647 0.5557538299089315 0.18955179640066047
18.62339413994502 0.5570204364350506 0.19349622973605407
18.558801871502766 0.5540852953635792 0.1867148012648249
18.533925428615238 0.5585800394579885 0.19406925212961387
18.585895693939396 0.5589117761713924 0.1869480181006516
18.577306169960377 0.5585007859416056 0.18625967924824724
18.636448933743655 0.5486350384008207 0.19007660307852536
18.645581363279625 0.5519121087480388 0.18158944249780273
18.51213790408616 0.5565067422523733 0.19981051230410635
18.590445651279715 0.5577232831554504 0.18342859521481053
18.565017136575307 0.5607115270225238 0.19732101584548425
18.568426018116746 0.5580582218745931 0.18634738857527341
18.632148868101947 0.5490706058255724 0.1915565368855192
18.644433933493758 0.5513833436686137 0.18654218658543614
18.60326807831249 0.5524422805290033 0.17729525672481725
18.629423613084725 0.5488074783638143 0.1905777261810431
18.568025767797177 0.5484660539024585 0.19782639536997185
18.638233947826695 0.5498911784864035 0.1804062281633105
18.626017841002913 0.5509609836322564 0.19469835990136275
18.62789922330898 0.5524395115490504 0.17171697713271075
18.614861106442714 0.5529668196778822 0.17482090357973312
18.555712492679802 0.5564147699845874 0.18963363557311003
18.63396883538493 0.5497517124286466 0.19106174104162713
18.53195181675484 0.5608479431111217 0.19289082868036578
18.641265028728487 0.551445728625239 0.18175227685845585
18.559559754932657 0.5568775143919158 0.18914050434978902
18.569715090409673 0.5516117164806329 0.1873225403285317
18.631885240543397 0.5494748443048085 0.18361971409661348
18.634125131914193 0.5495507438486515 0.18893852088925558
18.59200442088066 0.5525536941376115 0.1810464412463824
18.64114960092004 0.5552838014033153 0.18956925873498942
18.619577927964126 0.5500558949364072 0.18650513051990328
18.611996531002948 0.5573587112582902 0.19562218949824
18.546757404872427 0.5507543174756829 0.19753875005670182
18.513071172562093 0.5601039279744698 0.19571344151534692
18.563592338873963 0.554944340687043 0.18638794236217976
18.63711711449996 0.5513023299472453 0.1846066094086453
18.567587999786703 0.5601635479427896 0.19719775854680552
18.630581055258702 0.5561835241921671 0.18222223804723334
18.588201163910462 0.5474445002156546 0.1960341076041718
18.53424692239363 0.560636632163567 0.19848590550879128
18.54744183105216 0.5533588592839701 0.19238385260484667
18.556588234762646 0.5592897409745349 0.19368710909818254
18.620487463549694 0.5507578305866203 0.19214777339396594
18.639335788076362 0.5555540499981996 0.18812338125917957
18.56717566977548 0.5571438341590893 0.18690061948493816
18.533790316576255 0.5548822563181244 0.19672650739170683
18.58656836206603 0.5583590202192609 0.18761703133384633
18.533748962797407 0.5616649986939155 0.19603815829953297
18.61411647343936 0.5553071913801183 0.17950293039687013
18.621764542393567 0.5509221910037166 0.19059431302195062
18.5496812177568 0.5574851545645758 0.19263173890835217
18.54821730890442 0.5608368936626967 0.19942577999788302
18.561862055751917 0.5587605093811958 0.19257533965114915
18.552534405942744 0.5501063045373481 0.19859932273768252
18.58710962534476 0.5478850249413538 0.19383638291953595
18.620433608783742 0.5553195110831245 0.17938645781777965
18.578610906514346 0.5589199216371468 0.18992489868916426
18.575976490063354 0.5546958941433868 0.18430640510262877
18.5395260693846 0.5550010530186742 0.19544290785101254
18.628985004600295 0.5554108140122238 0.19410404746495136
18.514917921520887 0.5605263087154477 0.19681511434751195
18.599192119077422 0.5520191367406938 0.18068085659575303
18.586117584099853 0.5552815534738601 0.1825998338400436
18.5691497828545 0.55372312260029 0.18659035657077944
18.612884908144082 0.555678707894094 0.18110618761309305
18.62118953747268 0.5552013539700823 0.1987694312410208
18.564622358335374 0.55158901683476 0.1903650095453097
18.524646947883 0.5595004478466292 0.19453258101300797
18.53000635688176 0.5550082369973504 0.1984071736744932
18.607967441032994 0.5554106454494668 0.1812155409601411
18.572838866798076 0.5548877748177122 0.1855805614977137
18.56807649867348 0.559080467644145 0.1937915271980526
18.58662197793622 0.5567406072862061 0.18474761742171933
18.553614188496244 0.5562075122865303 0.192075968519173
18.60741476755625 0.5579944928770042 0.19205088878411036
18.61765884171901 0.5513813505183762 0.17674794175942385
18.558957827954686 0.5561039101010092 0.18889609280642272
18.59370578432963 0.5522229984353781 0.18242257611254634
18.614758420135143 0.5559850638746293 0.19823051328394772
18.599274794764625 0.552918134910164 0.18081598565003673
18.574071966582796 0.5582507498398284 0.18928394502338067
18.61380615956759 0.5570141808698763 0.1873454295803818
18.576221492533136 0.5549288179657169 0.18524004097543578
18.531275205743583 0.5560890057591524 0.1976426514586437
18.568398095262012 0.5499527824295707 0.19453060820764742
18.529858978081002 0.5556862086081337 0.19828719615658494
18.522877546226404 0.558695511451678 0.1952736907026151
18.546475620581248 0.5599970754067675 0.1981225723658584
18.583457546152435 0.5481272978310404 0.19989888998256342
18.580992736853403 0.5551098477517064 0.18446934485865618
18.57829694054784 0.549792162687759 0.1910876836591395
18.618429717833028 0.5563499576516837 0.1847471915261284
18.548830204977094 0.5519003655631795 0.19572885648940974
18.613535657160373 0.5508857346840728 0.17876121034255854
18.59603001045869 0.5584862006989821 0.19418028655540362
18.574335384326535 0.5539961825298972 0.18611028041924985
18.610175091386438 0.5518654013897852 0.17913028501816683
18.599330127411505 0.5505383345583449 0.18307512506110232
18.63845352520728 0.5546819924869891 0.1898663897877943
18.618171769680046 0.5559020129976942 0.18320517708294248
18.63171375625688 0.5544651927059919 0.19442777009039475
18.570395297516505 0.5492023136991168 0.1986327357831608
18.61823012081855 0.5523088034625793 0.17756625812182755
18.587611218338264 0.5548529316412236 0.18360445547563317
18.61672748173211 0.5550880395714989 0.1812376363387882
18.6013939726473 0.5528978545626484 0.18136018430530856
18.563791487315623 0.5514867304836707 0.1919066962445789
18.62027819008426 0.5518408672885157 0.17722766952537872
18.599504864755076 0.5577654373886746 0.18854989004160835
18.566162025878153 0.5587973006280987 0.19474765494738777
18.559174245979968 0.5543423025691295 0.1902104840069188
18.520290240450628 0.5595064328654064 0.19688752385976252
18.619541169534195 0.5563706575586493 0.18866198809559795
18.60496490963939 0.5563494999553025 0.1853689363454727
18.610032620563874 0.5508626704491576 0.18037002151688697
18.579449656565586 0.558045877561725 0.18974139737526044
18.622720924809748 0.5554558622859612 0.1826194787667382
18.584761293591683 0.54844415356004 0.19739744047462257
18.595841650279205 0.54798671469086 0.19291319128608345
18.627350243803598 0.5538520878419845 0.1977792180570431
18.560758961027716 0.5515346670429697 0.1931461925189229
18.581288765492754 0.5495301409385577 0.1919635904329077
18.602096033981574 0.5571455128953775 0.186616989394694
18.589555663615545 0.5583808663273162 0.19874718983686682
18.612889740537472 0.5516270476897556 0.1794441119887481
18.62179988950067 0.5560820059390905 0.187203010094749
