chirp_mass mass_ratio time_jitter
31.417537357186887 0.6924017007692539 -0.00018904305246634714
30.636827185029542 0.9542365293028146 6.625875617705942e-05
32.47556281450114 0.8710440496697889 -1.592989750254757e-05
30.68804397487251 0.9088773207700276 3.526553540655447e-05
31.702368987588017 0.7426751469534031 -0.0001719403314743201
31.729734633701245 0.7328832042308666 1.28936481019568e-05
30.64547198370261 0.9404444171164972 0.00023960418651952018
32.09089832721766 0.8264677225246484 -1.262829911556206e-05
30.86828643383713 0.990745679554015 -3.7469549535760365e-05
32.19631487803688 0.8773146572834911 -3.2859843317700386e-05
31.760320578450035 0.8036797776814373 -5.667821362282581e-05
31.295747782993033 0.7463057349604888 6.606360340998088e-05
30.85091629576997 0.9774095886009307 1.2321563183726521e-05
30.99032062188981 0.7692704701205451 -0.00022900514416364154
31.82143530828921 0.7809407554678018 4.9729502981658423e-05
31.06700345578691 0.736003430759173 -0.00018889663674736743
31.852196460954552 0.7923901702343387 7.34099038005764e-05
32.25576273679987 0.9526151804768558 2.5812782752385806e-05
31.684606322056368 0.819041548484414 -1.9409641474709305e-05
31.27065452492912 0.7416256979580598 0.0001433757118673177
31.515840192476592 0.7824419603539745 3.409240721881021e-05
32.03545000932121 0.9706392061155665 -9.843829842206116e-05
32.163854554281315 0.9055180905748254 0.00014110897298794995
30.809864858698962 0.9935074496004282 0.00014001769629420847
31.74851947731959 0.852239847937317 -1.95441688336906e-05
32.16314634447697 0.9724137038881115 0.0002281118673524993
32.0463449221767 0.8891603052524353 0.00023564906765325186
30.909160639723908 0.8273180285290254 -2.915466275945917e-05
30.9240592695227 0.8008756700495028 4.174924430882387e-05
31.9308524424849 0.9221310528720491 -9.996892373160258e-05
31.92259422785533 0.9722349391958667 -3.150184706063292e-05
30.98972873701011 0.9253397050258476 -0.0001937141916397336
31.260459239669128 0.8359596489748227 0.00018453098108180631
31.729725668161446 0.8037992109108275 0.0001688691204022539
32.07859378452368 0.9207719960033456 5.822131795813726e-05
31.037926443394507 0.899232935213622 -9.9053141233233e-05
31.163185404235772 0.78042893756254 -0.00022511484648661702
30.903576580823138 0.8791175787281751 6.186650593324039e-05
30.93006805900444 0.8514737486914499 3.601039500097621e-05
31.199848297513423 0.812473720666634 -0.00023832924489866907
31.115913312695607 0.9915040962943653 -0.00017188423550769432
30.98276980557581 0.8880485038527899 -2.7174314062342086e-05
32.08859888405454 0.9404003330082018 0.0001818953336368265
30.909125606729123 0.8820360651900505 0.00015337142577955936
31.967786246823618 0.9148461575846817 -0.00020658566346343286
31.852948335000825 0.8466264082173051 0.00012483700115377536
31.2243738928888 0.8142561897761827 2.0122450500367393e-05
31.455625966585984 0.8086128281215705 0.00015439983938508357
30.962092712545317 0.8495605013416242 4.6307033220065413e-05
31.271248143053004 0.8395228419728604 7.052966472831466e-05
31.797308142053346 0.9763652656795675 -1.3408106802818127e-05
31.114524578040367 0.8794488348140053 0.00018039662014890075
31.861208139605445 0.8736764061379515 -0.00022672810957019313
31.14136692791081 0.9769664846007049 -0.00022640951530114172
31.15317119613353 0.942388503783518 0.00024251820761776922
31.256161158623666 0.9322087954960759 0.00022438489273582515
32.05061744991664 0.9853335989324211 0.00020383913891800642
31.074622810670267 0.8634391160736201 -7.99297103819879e-05
31.535099037368948 0.8402132453456737 0.00014944096315864201
31.232717644907734 0.8652578677973985 -0.00019761909231743338
31.577188722412764 0.8875775307481141 0.00013357478063265354
31.113006554494362 0.8779062047784694 -0.00010292555656634371
31.777542023626758 0.974448181206542 -3.0001975741510254e-05
31.675046425138117 0.9648321661193138 4.0629222968788215e-05
31.835981735149954 0.9103032695147998 0.00010863628046707226
31.827574641203654 0.9397606642000923 0.00010231460643644202
31.07453115003423 0.8479622328478137 6.234494353252607e-05
31.56288730995196 0.9137072593860531 0.0001513420651706054
31.08010271827954 0.8672750181077666 -5.0358724557524894e-05
30.995699873124455 0.9721037087031991 0.00020550705500614445
31.74271734921531 0.9359614267273701 -4.372010443614075e-05
31.958373820642727 0.990270647651133 -0.00019875474657839122
31.1590320232893 0.8690730613661735 -0.0001228900127155972
31.786077011395694 0.9344806454780412 -7.90298129541075e-05
31.623416593950868 0.9513240648478033 5.0648892735437366e-05
31.105726189003835 0.913896419207145 0.00018687960288018857
30.975576461696203 0.9847429858502943 0.00017270388300727783
31.780774491535933 0.8661098064890977 0.00018091801211383025
31.746730913230724 0.874202345160475 -0.00018010337773017633
31.014139430393936 0.9163053471698843 8.211997057343501e-05
31.054305729846327 0.8768467120377815 3.145979255998109e-05
31.29177696146876 0.8173859262589791 -0.00013428796271798782
31.850914523004544 0.9135319909741447 -0.00019249566907730473
31.947420399560265 0.9571049972623991 0.00017362070591295638
31.906350591845285 0.9352514201584428 0.00015779077851208725
31.406531350702576 0.9778025793669893 0.00023877407186881063
31.507699167839515 0.8466976477224224 0.00021012140462098148
31.00842674761071 0.9680361960857495 0.00014509769171848914
31.286018067165777 0.9536538183026451 0.0001717451431542871
31.86467548293994 0.908815731061869 0.00020671537818377998
31.543685608553822 0.9522729771891167 6.677818717128138e-05
31.151746660522516 0.950181293454841 0.00018653669360647835
31.62891119247889 0.8473781055811298 -0.00022223824193625633
31.65586951979334 0.9654459949626513 0.000160216800671489
31.048148864616056 0.9621463074032145 4.750664540841226e-05
31.71787724005368 0.878595980866314 -0.00017128409582810555
31.265525078468976 0.8426583623927101 -0.0001473599868837137
31.070493204572898 0.8996432654491964 7.63266790411247e-05
31.567087389651793 0.8497721294293783 0.00022604377213270352
31.739852782760117 0.9146141480195598 -0.00011596680928651829
31.711992197975672 0.9137405336290633 -9.53844926122842e-05
31.371116879210064 0.8403450750352628 -7.895891474287976e-05
31.093527758761088 0.9117250439886073 1.755860193286779e-05
31.874881059280124 0.9380930632748317 0.00022729995136083894
31.663927278382385 0.9399325270097341 -3.3030128531565844e-05
31.650936192271764 0.9173080312977042 0.00018183166807465953
31.757030549483087 0.894606828359737 -0.00020135431944281633
31.853961718865335 0.938955627569086 0.00020324372038679517
31.65313163457239 0.933869910163028 0.00018418831153586574
31.727601369098934 0.9105412693366097 -0.00013315564273797968
31.598300204952892 0.8646632639280165 0.0002374047808667162
31.33327189582918 0.9505001761947329 0.00012863878207033138
31.478353887112597 0.9257593999937197 0.0002413220687848298
31.607805490404356 0.9147809123866788 0.0002018981340821409
31.233563156650668 0.8883380687841231 7.394323220744108e-05
31.3427119169166 0.9128170433337407 8.409302168779109e-05
31.188872117947444 0.9266223143434537 -6.636780024196537e-05
31.53657135905739 0.8832254923572924 0.00023517859574198065
31.412028278978347 0.8677415219929838 -3.3611485394027395e-05
31.81954886873796 0.9448602125060672 0.00020179284179532107
31.643870714058917 0.9398986957563991 0.0001983382842389053
31.849159638422122 0.9824261604590563 0.00020243881343787494
31.376488442008284 0.8516969389105207 -9.588564624494502e-05
31.32729721173569 0.9951000388207352 -0.00015623360123929157
31.379293690314217 0.920018651316995 6.849741363958503e-05
31.50723011612842 0.9299153692746243 2.345639495714071e-05
31.572846943895016 0.8728106768639465 -0.00022076202658937393
31.342520116980058 0.8605351680194826 -0.00012537893020411024
31.546843938367736 0.871185993847506 -0.00020948727060241185
31.2793190696702 0.9271147787164251 -0.0001175235635837197
31.234823966295714 0.9404631584145605 -8.059417061551794e-05
31.32327688687745 0.9616048358473441 -0.0001432465359147218
31.589166068164367 0.8999147491212058 -8.802367405579112e-05
31.273059964196307 0.8807820402473079 -8.342330289853693e-05
31.380373131554755 0.9883885953064395 9.999394708992893e-05
31.702511529529332 0.991586446223772 0.00020936168703930092
31.50467279277138 0.8689614556697578 -0.0001547122040966584
31.252670836193673 0.9725153907769291 0.00012431148669801685
31.405537121218938 0.9224784810466163 4.259050924262535e-05
31.749414356313054 0.9313866348654447 -0.00022645617098399312
31.70927705983351 0.9592688435474028 -0.00010856417062073793
31.668782090624976 0.9500918871876569 0.000230444971330548
31.50478753168177 0.8852109602589944 -0.0001833025365230141
31.497748915737326 0.9181038123539834 -0.0002044124449249569
